Time,Type,70W,60W,50W,40W,30W,20W,10W,0W
752,1,0,0,0,0,0,0,0,0,
752,2,0,0,0,0,0,0,0,0,
752,3,12701,2212,830,582,536,599,236,0,
753,0,0,0,0,0,0,0,0,0,
753,1,0,0,0,0,0,0,0,0,
753,2,0,0,0,0,0,0,0,0,
753,3,12501,1931,894,554,560,610,276,0,
754,0,0,0,0,0,0,0,0,0,
754,1,0,0,0,0,0,0,0,0,
754,2,0,0,0,0,0,0,0,0,
754,3,12577,1851,929,555,512,552,307,0,
755,0,0,0,0,0,0,0,0,0,
755,1,0,0,0,0,0,0,0,0,
755,2,0,0,0,0,0,0,0,0,
755,3,12477,1978,1154,543,477,530,226,0,
756,0,0,0,0,0,0,0,0,0,
756,1,0,0,0,0,0,0,0,0,
756,2,0,0,0,0,0,0,0,0,
756,3,12341,1911,960,650,435,456,159,0,
757,0,0,0,0,0,0,0,0,0,
757,1,0,0,0,0,0,0,0,0,
757,2,0,0,0,0,0,0,0,0,
757,3,11801,1949,1052,588,487,343,232,0,
758,0,0,0,0,0,0,0,0,0,
758,1,0,0,0,0,0,0,0,0,
758,2,0,0,0,0,0,0,0,0,
758,3,11542,1853,1046,666,425,321,148,0,
759,0,0,0,0,0,0,0,0,0,
759,1,0,0,0,0,0,0,0,0,
759,2,0,0,0,0,0,0,0,0,
759,3,11724,1822,1064,580,387,290,90,0,
760,0,0,0,0,0,0,0,0,0,
760,1,0,0,0,0,0,0,0,0,
760,2,0,0,0,0,0,0,0,0,
760,3,11751,1769,1003,563,426,328,88,0,
761,0,0,0,0,0,0,0,0,0,
761,1,0,0,0,0,0,0,0,0,
761,2,0,0,0,0,0,0,0,0,
761,3,11867,1546,1020,535,426,340,129,0,
762,0,0,0,0,0,0,0,0,0,
762,1,0,0,0,0,0,0,0,0,
762,2,0,0,0,0,0,0,0,0,
762,3,12366,1333,989,552,427,404,136,0,
763,0,0,0,0,0,0,0,0,0,
763,1,0,0,0,0,0,0,0,0,
763,2,0,0,0,0,0,0,0,0,
763,3,12859,1494,1114,571,411,359,158,0,
764,0,0,0,0,0,0,0,0,0,
764,1,0,0,0,0,0,0,0,0,
764,2,0,0,0,0,0,0,0,0,
764,3,13099,1596,1093,583,329,271,177,0,
765,0,0,0,0,0,0,0,0,0,
765,1,0,0,0,0,0,0,0,0,
765,2,0,0,0,0,0,0,0,0,
765,3,13302,1537,1122,663,369,188,127,0,
766,0,0,0,0,0,0,0,0,0,
766,1,0,0,0,0,0,0,0,0,
766,2,0,0,0,0,0,0,0,0,
766,3,13663,1567,1181,621,373,147,88,0,
767,0,0,0,0,0,0,0,0,0,
767,1,0,0,0,0,0,0,0,0,
767,2,0,0,0,0,0,0,0,0,
767,3,13900,1545,1009,735,437,134,70,0,
768,0,0,0,0,0,0,0,0,0,
768,1,0,0,0,0,0,0,0,0,
768,2,0,0,0,0,0,0,0,0,
768,3,13438,1458,935,696,369,117,76,0,
769,0,0,0,0,0,0,0,0,0,
769,1,0,0,0,0,0,0,0,0,
769,2,0,0,0,0,0,0,0,0,
769,3,13609,1398,931,664,434,137,84,0,
770,0,0,0,0,0,0,0,0,0,
770,1,0,0,0,0,0,0,0,0,
770,2,0,0,0,0,0,0,0,0,
770,3,13318,1419,821,670,425,98,45,0,
771,0,0,0,0,0,0,0,0,0,
771,1,0,0,0,0,0,0,0,0,
771,2,0,0,0,0,0,0,0,0,
771,3,13461,1385,795,603,394,77,42,0,
772,0,0,0,0,0,0,0,0,0,
772,1,0,0,0,0,0,0,0,0,
772,2,0,0,0,0,0,0,0,0,
772,3,13048,1310,732,490,413,79,58,0,
773,0,0,0,0,0,0,0,0,0,
773,1,0,0,0,0,0,0,0,0,
773,2,0,0,0,0,0,0,0,0,
773,3,12626,1289,697,567,420,95,49,0,
774,0,0,0,0,0,0,0,0,0,
774,1,0,0,0,0,0,0,0,0,
774,2,0,0,0,0,0,0,0,0,
774,3,12422,1399,757,565,458,124,21,0,
775,0,0,0,0,0,0,0,0,0,
775,1,0,0,0,0,0,0,0,0,
775,2,0,0,0,0,0,0,0,0,
775,3,12649,1559,762,557,473,174,52,0,
776,0,0,0,0,0,0,0,0,0,
776,1,0,0,0,0,0,0,0,0,
776,2,0,0,0,0,0,0,0,0,
776,3,12232,1624,819,592,446,253,66,0,
777,0,0,0,0,0,0,0,0,0,
777,1,0,0,0,0,0,0,0,0,
777,2,0,0,0,0,0,0,0,0,
777,3,12214,1455,862,639,541,273,58,0,
778,0,0,0,0,0,0,0,0,0,
778,1,0,0,0,0,0,0,0,0,
778,2,0,0,0,0,0,0,0,0,
778,3,12527,1622,872,523,458,303,96,0,
779,0,0,0,0,0,0,0,0,0,
779,1,0,0,0,0,0,0,0,0,
779,2,0,0,0,0,0,0,0,0,
779,3,13425,1619,774,476,429,228,71,0,
780,0,0,0,0,0,0,0,0,0,
780,1,0,0,0,0,0,0,0,0,
780,2,0,0,0,0,0,0,0,0,
780,3,13622,1605,760,500,385,211,64,0,
781,0,0,0,0,0,0,0,0,0,
781,1,0,0,0,0,0,0,0,0,
781,2,0,0,0,0,0,0,0,0,
781,3,13720,1395,837,543,331,238,65,0,
782,0,0,0,0,0,0,0,0,0,
782,1,0,0,0,0,0,0,0,0,
782,2,0,0,0,0,0,0,0,0,
782,3,14117,1332,878,608,351,225,50,0,
783,0,0,0,0,0,0,0,0,0,
783,1,0,0,0,0,0,0,0,0,
783,2,0,0,0,0,0,0,0,0,
783,3,14198,1540,879,750,397,276,40,0,
784,0,0,0,0,0,0,0,0,0,
784,1,0,0,0,0,0,0,0,0,
784,2,0,0,0,0,0,0,0,0,
784,3,14192,1682,864,701,404,261,40,0,
785,0,0,0,0,0,0,0,0,0,
785,1,0,0,0,0,0,0,0,0,
785,2,0,0,0,0,0,0,0,0,
785,3,14005,1836,947,835,498,285,54,0,
786,0,0,0,0,0,0,0,0,0,
786,1,0,0,0,0,0,0,0,0,
786,2,0,0,0,0,0,0,0,0,
786,3,13565,1998,921,847,437,272,53,0,
787,0,0,0,0,0,0,0,0,0,
787,1,0,0,0,0,0,0,0,0,
787,2,0,0,0,0,0,0,0,0,
787,3,13798,1977,927,877,500,356,72,0,
788,0,0,0,0,0,0,0,0,0,
788,1,0,0,0,0,0,0,0,0,
788,2,0,0,0,0,0,0,0,0,
788,3,13715,1985,996,834,446,369,71,0,
789,0,0,0,0,0,0,0,0,0,
789,1,0,0,0,0,0,0,0,0,
789,2,0,0,0,0,0,0,0,0,
789,3,13989,1904,1181,931,553,446,78,0,
790,0,0,0,0,0,0,0,0,0,
790,1,0,0,0,0,0,0,0,0,
790,2,0,0,0,0,0,0,0,0,
790,3,13603,1954,1134,927,567,508,160,0,
791,0,0,0,0,0,0,0,0,0,
791,1,0,0,0,0,0,0,0,0,
791,2,0,0,0,0,0,0,0,0,
791,3,13191,2142,1046,973,553,499,178,0,
792,0,0,0,0,0,0,0,0,0,
792,1,0,0,0,0,0,0,0,0,
792,2,0,0,0,0,0,0,0,0,
792,3,13004,2181,1312,1003,510,436,157,0,
793,0,0,0,0,0,0,0,0,0,
793,1,0,0,0,0,0,0,0,0,
793,2,0,0,0,0,0,0,0,0,
793,3,13222,2236,1427,1160,614,453,188,0,
794,0,0,0,0,0,0,0,0,0,
794,1,0,0,0,0,0,0,0,0,
794,2,0,0,0,0,0,0,0,0,
794,3,13486,2706,1686,1417,585,411,170,0,
795,0,0,0,0,0,0,0,0,0,
795,1,0,0,0,0,0,0,0,0,
795,2,0,0,0,0,0,0,0,0,
795,3,13753,2701,1695,1449,597,490,192,0,
796,0,0,0,0,0,0,0,0,0,
796,1,0,0,0,0,0,0,0,0,
796,2,0,0,0,0,0,0,0,0,
796,3,14096,2653,1900,1557,614,451,167,0,
797,0,0,0,0,0,0,0,0,0,
797,1,0,0,0,0,0,0,0,0,
797,2,0,0,0,0,0,0,0,0,
797,3,14038,2875,2044,1466,606,416,193,0,
798,0,0,0,0,0,0,0,0,0,
798,1,0,0,0,0,0,0,0,0,
798,2,0,0,0,0,0,0,0,0,
798,3,13923,2776,2063,1355,637,556,223,0,
799,0,0,0,0,0,0,0,0,0,
799,1,0,0,0,0,0,0,0,0,
799,2,0,0,0,0,0,0,0,0,
799,3,13684,2781,1955,1467,572,386,207,0,
800,0,0,0,0,0,0,0,0,0,
800,1,0,0,0,0,0,0,0,0,
800,2,65,252,124,18,18,21,32,0,
800,3,13386,2839,1994,1353,619,356,248,0,
801,0,0,0,0,0,0,0,0,0,
801,1,0,0,0,0,0,0,0,0,
801,2,0,0,0,0,0,0,0,0,
801,3,13071,2738,1958,1256,622,364,223,0,
802,0,0,0,0,0,0,0,0,0,
802,1,0,0,0,0,0,0,0,0,
802,2,0,0,0,0,0,0,0,0,
802,3,13468,2759,1923,1392,625,396,226,0,
803,0,0,0,0,0,0,0,0,0,
803,1,0,0,0,0,0,0,0,0,
803,2,0,0,0,0,0,0,0,0,
803,3,13821,2639,1805,1418,675,462,243,0,
804,0,0,0,0,0,0,0,0,0,
804,1,0,0,0,0,0,0,0,0,
804,2,0,0,0,0,0,0,0,0,
804,3,13714,2373,1519,1309,825,557,231,0,
805,0,0,0,0,0,0,0,0,0,
805,1,0,0,0,0,0,0,0,0,
805,2,0,0,0,0,0,0,0,0,
805,3,13458,2222,1231,1177,832,616,271,0,
806,0,0,0,0,0,0,0,0,0,
806,1,0,0,0,0,0,0,0,0,
806,2,0,0,0,0,0,0,0,0,
806,3,13769,2165,1186,1268,814,679,261,0,
807,0,0,0,0,0,0,0,0,0,
807,1,0,0,0,0,0,0,0,0,
807,2,0,0,0,0,0,0,0,0,
807,3,13761,1868,1134,1223,901,706,294,0,
808,0,0,0,0,0,0,0,0,0,
808,1,0,0,0,0,0,0,0,0,
808,2,0,0,0,0,0,0,0,0,
808,3,13618,1847,1158,1217,976,781,323,0,
809,0,0,0,0,0,0,0,0,0,
809,1,0,0,0,0,0,0,0,0,
809,2,0,0,0,0,0,0,0,0,
809,3,13820,1893,1250,1247,1046,904,405,0,
810,0,0,0,0,0,0,0,0,0,
810,1,0,0,0,0,0,0,0,0,
810,2,0,0,0,0,0,0,0,0,
810,3,13555,2223,1240,1239,1049,864,425,0,
811,0,0,0,0,0,0,0,0,0,
811,1,0,0,0,0,0,0,0,0,
811,2,0,0,0,0,0,0,0,0,
811,3,13925,2364,1296,1291,1090,953,525,0,
812,0,28,5,7,7,9,11,11,0,
812,1,28,5,7,7,9,11,11,0,
812,2,197,34,37,52,68,115,64,0,
812,3,14099,2422,1366,1288,1107,998,501,0,
813,0,0,0,0,0,0,0,0,0,
813,1,0,0,0,0,0,0,0,0,
813,2,485,82,87,119,171,194,164,0,
813,3,14176,2540,1395,1286,1113,1045,548,0,
814,0,25,4,4,4,6,5,5,0,
814,1,49,10,11,11,15,16,16,0,
814,2,456,78,87,110,146,220,129,0,
814,3,15028,2724,1497,1293,1071,1029,504,0,
815,0,0,0,0,0,0,0,0,0,
815,1,0,0,0,0,0,0,0,0,
815,2,368,71,71,89,103,144,155,0,
815,3,15286,2655,1486,1202,1192,896,558,0,
816,0,22,4,4,5,5,5,5,0,
816,1,67,13,14,17,17,21,21,0,
816,2,456,92,94,115,140,185,175,0,
816,3,15299,2628,1449,1209,1101,1074,543,0,
817,0,20,4,3,5,5,5,5,0,
817,1,61,12,11,15,16,15,16,0,
817,2,521,118,110,136,157,229,205,0,
817,3,15010,2890,1547,1197,1196,990,536,0,
818,0,22,5,4,4,5,5,6,0,
818,1,82,20,17,20,23,25,26,0,
818,2,622,163,158,194,247,348,257,0,
818,3,15118,2808,1622,1190,1179,1062,510,0,
819,0,20,4,4,5,5,6,6,0,
819,1,96,31,29,38,58,73,44,0,
819,2,533,164,144,178,273,281,238,0,
819,3,14822,3026,1589,1207,1193,974,585,0,
820,0,14,4,4,4,5,6,5,0,
820,1,112,54,52,64,80,97,52,0,
820,2,432,170,150,199,244,282,236,0,
820,3,14811,2973,1464,1232,1179,1027,544,0,
821,0,19,4,3,5,5,5,5,0,
821,1,39,10,8,12,14,28,12,0,
821,2,397,158,121,144,200,278,163,0,
821,3,14664,2978,1580,1283,1053,831,581,0,
822,0,19,4,3,4,5,5,5,0,
822,1,19,4,3,4,5,5,5,0,
822,2,353,133,111,131,153,164,197,0,
822,3,14590,2875,1707,1272,952,810,510,0,
823,0,0,0,0,0,0,0,0,0,
823,1,0,0,0,0,0,0,0,0,
823,2,289,158,116,139,182,262,180,0,
823,3,14728,2732,1650,1082,862,608,476,0,
824,0,10,4,4,4,5,5,5,0,
824,1,20,8,8,9,9,11,10,0,
824,2,291,205,142,175,235,249,197,0,
824,3,14377,2908,1473,1082,804,526,373,0,
825,0,10,4,4,4,4,6,5,0,
825,1,10,4,4,4,4,6,5,0,
825,2,325,267,179,200,264,300,289,0,
825,3,14211,2815,1569,1085,830,508,388,0,
826,0,10,4,4,4,5,5,5,0,
826,1,25,15,13,15,19,36,18,0,
826,2,268,321,199,225,287,369,287,0,
826,3,14216,2647,2001,1154,859,433,344,0,
827,0,3,5,4,5,5,6,6,0,
827,1,6,10,8,10,10,12,12,0,
827,2,283,262,196,218,259,373,245,0,
827,3,14222,2794,1841,1237,812,462,354,0,
828,0,0,0,0,0,0,0,0,0,
828,1,0,0,0,0,0,0,0,0,
828,2,171,177,150,167,215,315,216,0,
828,3,13665,3181,1724,1385,770,542,314,0,
829,0,8,5,5,6,9,21,6,0,
829,1,8,5,5,6,9,21,6,0,
829,2,121,137,138,145,170,255,132,0,
829,3,13649,3058,1970,1354,936,451,284,0,
830,0,3,4,14,6,8,10,6,0,
830,1,3,4,14,6,8,10,6,0,
830,2,154,181,177,184,245,304,175,0,
830,3,14014,3168,2208,1428,981,454,253,0,
831,0,8,5,6,6,7,9,8,0,
831,1,8,5,6,6,7,9,8,0,
831,2,57,84,87,92,105,126,74,0,
831,3,14000,3297,2463,1374,1035,576,241,0,
832,0,4,5,5,5,8,21,5,0,
832,1,4,5,5,5,8,21,5,0,
832,2,58,62,80,73,88,130,62,0,
832,3,13370,3605,2618,1391,1203,409,195,0,
833,0,0,0,0,0,0,0,0,0,
833,1,0,0,0,0,0,0,0,0,
833,2,11,15,29,18,17,18,15,0,
833,3,13009,3875,2382,1571,1201,494,229,0,
834,0,0,0,0,0,0,0,0,0,
834,1,0,0,0,0,0,0,0,0,
834,2,11,18,19,21,22,25,16,0,
834,3,13208,3799,2341,1700,1342,484,191,0,
835,0,0,0,0,0,0,0,0,0,
835,1,0,0,0,0,0,0,0,0,
835,2,0,0,0,0,0,0,0,0,
835,3,13206,3604,2183,1844,1425,726,214,0,
836,0,0,0,0,0,0,0,0,0,
836,1,0,0,0,0,0,0,0,0,
836,2,0,0,0,0,0,0,0,0,
836,3,13405,3299,2036,1943,1620,690,232,0,
837,0,0,0,0,0,0,0,0,0,
837,1,0,0,0,0,0,0,0,0,
837,2,0,0,0,0,0,0,0,0,
837,3,13385,3385,1838,1846,1636,728,256,0,
838,0,16,7,8,7,6,5,4,0,
838,1,16,7,8,7,6,5,4,0,
838,2,16,7,8,7,6,5,4,0,
838,3,13642,3239,2031,1533,1885,850,356,0,
839,0,10,10,8,8,5,5,4,0,
839,1,45,23,23,24,16,15,12,0,
839,2,62,62,56,51,58,42,23,0,
839,3,13548,3527,2118,1497,1850,1005,380,0,
840,0,18,6,7,9,5,4,5,0,
840,1,35,10,15,18,10,9,8,0,
840,2,35,10,15,18,10,9,8,0,
840,3,13592,3368,2152,1395,1678,1367,503,0,
841,0,19,4,7,7,5,5,4,0,
841,1,64,21,32,36,21,20,17,0,
841,2,92,60,84,85,51,47,60,0,
841,3,13262,3377,2505,1310,1350,1389,645,0,
842,0,17,4,7,8,5,5,4,0,
842,1,30,25,28,33,17,15,13,0,
842,2,82,104,142,93,52,44,40,0,
842,3,13762,3667,2337,1397,1352,1591,644,0,
843,0,4,11,12,14,5,5,5,0,
843,1,4,11,12,14,5,5,5,0,
843,2,70,110,158,137,71,93,63,0,
843,3,13761,4270,2533,1185,1333,1752,626,0,
844,0,4,6,13,16,6,5,4,0,
844,1,4,6,13,16,6,5,4,0,
844,2,8,12,24,31,12,10,8,0,
844,3,13750,4330,2618,1083,1212,1769,598,0,
845,0,0,0,0,0,0,0,0,0,
845,1,0,0,0,0,0,0,0,0,
845,2,0,0,0,0,0,0,0,0,
845,3,13950,4396,2705,860,1140,1947,566,0,
846,0,0,0,0,0,0,0,0,0,
846,1,0,0,0,0,0,0,0,0,
846,2,0,0,0,0,0,0,0,0,
846,3,14712,4643,2701,898,1077,1904,527,0,
847,0,6,12,6,7,5,4,4,0,
847,1,35,25,23,21,16,48,14,0,
847,2,58,28,28,26,23,84,20,0,
847,3,15547,4500,2363,915,886,1636,531,0,
848,0,6,11,7,7,5,5,4,0,
848,1,6,11,7,7,5,5,4,0,
848,2,296,78,95,120,120,243,147,0,
848,3,15450,4392,2111,816,788,1696,555,0,
849,0,23,5,7,6,8,24,12,0,
849,1,47,11,13,13,15,32,22,0,
849,2,569,167,257,245,156,392,281,0,
849,3,15329,4669,2465,968,766,1434,595,0,
850,0,24,5,7,7,7,12,12,0,
850,1,24,5,7,7,7,12,12,0,
850,2,394,114,241,157,128,196,182,0,
850,3,15612,4536,2849,1080,755,1319,591,0,
851,0,20,6,6,7,9,15,13,0,
851,1,30,17,20,21,19,23,21,0,
851,2,696,227,397,319,339,471,317,0,
851,3,15794,4452,2816,1180,802,1211,642,0,
852,0,15,5,6,6,7,33,11,0,
852,1,33,11,12,13,15,47,23,0,
852,2,577,186,314,231,283,445,331,0,
852,3,15265,4487,2730,1316,699,1045,555,0,
853,0,2,4,6,7,5,5,4,0,
853,1,6,10,20,19,15,15,11,0,
853,2,598,311,360,387,398,597,413,0,
853,3,14994,4471,3029,1407,782,994,620,0,
854,0,12,6,6,7,8,26,12,0,
854,1,12,6,6,7,8,26,12,0,
854,2,423,269,243,409,347,324,318,0,
854,3,15047,4485,3072,1524,976,970,572,0,
855,0,0,0,0,0,0,0,0,0,
855,1,0,0,0,0,0,0,0,0,
855,2,229,149,190,329,207,134,134,0,
855,3,15538,4374,3016,1766,1000,1016,491,0,
856,0,0,0,0,0,0,0,0,0,
856,1,0,0,0,0,0,0,0,0,
856,2,166,193,245,244,126,133,130,0,
856,3,15356,4482,3099,1733,1028,891,460,0,
857,0,3,6,6,7,9,34,16,0,
857,1,3,6,6,7,9,34,16,0,
857,2,155,222,288,210,255,345,203,0,
857,3,15057,4493,3270,1783,1061,919,511,0,
858,0,0,0,0,0,0,0,0,0,
858,1,0,0,0,0,0,0,0,0,
858,2,102,205,268,265,102,213,118,0,
858,3,15011,4425,3165,1819,1290,907,525,0,
859,0,0,0,0,0,0,0,0,0,
859,1,0,0,0,0,0,0,0,0,
859,2,56,102,199,193,133,101,87,0,
859,3,15345,4290,3328,1874,1245,857,456,0,
860,0,0,0,0,0,0,0,0,0,
860,1,0,0,0,0,0,0,0,0,
860,2,85,253,240,203,112,145,167,0,
860,3,14816,4404,3091,1902,1090,805,490,0,
861,0,4,7,6,6,5,6,6,0,
861,1,4,7,6,6,5,6,6,0,
861,2,18,38,57,45,46,59,61,0,
861,3,15410,4264,2986,1736,1392,869,467,0,
862,0,3,5,7,6,6,7,8,0,
862,1,3,5,7,6,6,7,8,0,
862,2,3,5,7,6,6,7,8,0,
862,3,15643,4181,3049,1694,1385,887,448,0,
863,0,0,0,0,0,0,0,0,0,
863,1,0,0,0,0,0,0,0,0,
863,2,0,0,0,0,0,0,0,0,
863,3,15957,4182,2836,1741,1371,902,447,0,
864,0,0,0,0,0,0,0,0,0,
864,1,0,0,0,0,0,0,0,0,
864,2,74,34,33,32,31,33,18,0,
864,3,15789,3761,2509,1557,1241,985,443,0,
865,0,0,0,0,0,0,0,0,0,
865,1,0,0,0,0,0,0,0,0,
865,2,370,159,168,156,156,147,99,0,
865,3,16160,3719,2164,1613,1367,1031,500,0,
866,0,0,0,0,0,0,0,0,0,
866,1,0,0,0,0,0,0,0,0,
866,2,584,248,255,261,244,216,133,0,
866,3,16655,3672,2150,1643,1305,1048,523,0,
867,0,24,9,9,11,8,7,5,0,
867,1,43,19,20,23,17,15,10,0,
867,2,1522,577,628,709,622,508,310,0,
867,3,17080,3241,2132,1717,1200,1012,553,0,
868,0,21,9,9,9,8,7,5,0,
868,1,127,49,51,55,47,43,29,0,
868,2,1903,705,786,838,796,622,357,0,
868,3,16964,3191,2089,1696,1278,998,647,0,
869,0,19,9,9,10,8,7,6,0,
869,1,111,65,57,63,51,45,32,0,
869,2,1966,822,881,901,837,700,418,0,
869,3,17154,3334,2128,1730,1270,1054,689,0,
870,0,25,5,7,7,7,6,5,0,
870,1,103,64,60,72,56,42,31,0,
870,2,1696,794,852,945,817,660,405,0,
870,3,17608,3302,2178,1818,1357,966,640,0,
871,0,22,7,7,7,6,7,5,0,
871,1,137,54,53,76,50,46,37,0,
871,2,1492,709,741,878,756,586,370,0,
871,3,18015,3531,2297,1862,1395,941,588,0,
872,0,19,6,7,7,7,6,5,0,
872,1,69,22,25,38,22,18,14,0,
872,2,1061,572,556,689,588,473,310,0,
872,3,17944,3623,2365,1881,1326,857,533,0,
873,0,35,10,11,11,7,6,6,0,
873,1,64,26,28,30,22,20,16,0,
873,2,797,461,446,548,500,387,207,0,
873,3,18085,3644,2288,1840,1297,918,500,0,
874,0,9,13,7,7,7,6,5,0,
874,1,62,34,28,34,28,18,9,0,
874,2,1145,660,597,697,562,438,248,0,
874,3,18716,3785,2277,1802,1328,890,464,0,
875,0,4,16,7,8,6,7,5,0,
875,1,27,31,24,25,21,20,14,0,
875,2,740,428,446,463,442,298,215,0,
875,3,18643,3862,2274,1793,1282,888,437,0,
876,0,8,11,7,7,6,7,5,0,
876,1,8,11,7,7,6,7,5,0,
876,2,329,312,277,327,273,225,159,0,
876,3,18300,3866,2177,1686,1272,922,419,0,
877,0,4,12,8,8,6,7,5,0,
877,1,41,37,37,43,28,26,20,0,
877,2,268,273,303,345,293,238,176,0,
877,3,18518,4039,2134,1610,1286,962,482,0,
878,0,11,20,13,10,9,11,8,0,
878,1,169,39,29,24,22,20,13,0,
878,2,559,385,439,431,343,322,201,0,
878,3,18907,4070,2144,1612,1202,952,555,0,
879,0,25,11,10,9,8,11,8,0,
879,1,48,21,20,20,15,18,14,0,
879,2,645,305,298,314,293,301,167,0,
879,3,19997,4495,2570,1896,1452,1143,585,0,
880,0,22,11,10,9,8,9,8,0,
880,1,73,30,27,26,32,27,20,0,
880,2,1720,524,450,425,459,489,273,0,
880,3,19847,4703,2540,2070,1513,1317,639,0,
881,0,26,11,9,7,12,12,7,0,
881,1,344,114,101,112,134,115,76,0,
881,2,1564,460,423,399,414,462,290,0,
881,3,20080,4815,2808,2132,1687,1447,681,0,
882,0,23,8,6,6,5,7,6,0,
882,1,299,100,89,115,118,100,73,0,
882,2,2225,688,609,647,706,681,414,0,
882,3,20653,4817,2669,2113,1692,1526,793,0,
883,0,19,9,7,6,6,7,6,0,
883,1,518,177,154,182,207,172,112,0,
883,2,3104,1215,1054,1055,1093,1047,662,0,
883,3,20761,4963,2788,2099,1749,1619,859,0,
884,0,17,8,8,6,6,7,6,0,
884,1,585,256,236,281,311,288,154,0,
884,2,2280,966,893,944,982,925,652,0,
884,3,20440,4785,2749,2146,1921,1815,967,0,
885,0,13,12,6,7,6,6,7,0,
885,1,710,284,293,292,340,307,182,0,
885,2,3037,1320,1211,1232,1410,1422,864,0,
885,3,19926,4982,2968,2276,2248,1912,1089,0,
886,0,6,14,7,8,9,7,5,0,
886,1,505,235,226,219,209,194,136,0,
886,2,3762,1567,1520,1526,1661,1751,1214,0,
886,3,20475,4984,3090,2398,2216,2113,1304,0,
887,0,7,11,7,8,9,7,5,0,
887,1,818,419,396,409,520,470,263,0,
887,2,3544,1573,1456,1434,1596,1649,1221,0,
887,3,20321,4959,2957,2291,2264,2082,1363,0,
888,0,7,9,8,7,6,8,7,0,
888,1,559,295,288,296,329,322,188,0,
888,2,3218,1620,1476,1432,1604,1835,1032,0,
888,3,19480,4831,2889,2257,2182,1957,1278,0,
889,0,7,8,8,6,5,6,7,0,
889,1,527,281,290,286,365,335,193,0,
889,2,2776,1590,1434,1406,1662,1592,1180,0,
889,3,19932,4869,2871,2238,2145,1965,1310,0,
890,0,5,8,8,6,4,6,5,0,
890,1,382,231,256,278,340,340,148,0,
890,2,2406,1347,1180,1126,1266,1269,811,0,
890,3,19345,5168,2815,2167,1989,1955,1215,0,
891,0,4,6,7,6,4,5,3,0,
891,1,410,258,283,283,311,310,144,0,
891,2,2348,1336,1283,1244,1265,1147,685,0,
891,3,19690,4709,2885,2100,1912,1772,1125,0,
892,0,22,8,7,5,5,5,4,0,
892,1,328,220,226,220,208,199,116,0,
892,2,2203,1260,1235,1186,1066,934,620,0,
892,3,19130,4834,2839,2155,1829,1495,1039,0,
893,0,20,7,8,5,4,5,5,0,
893,1,211,202,192,174,162,156,93,0,
893,2,1282,990,826,760,695,605,429,0,
893,3,18837,5123,2773,2034,1633,1356,942,0,
894,0,18,8,7,5,5,5,4,0,
894,1,161,168,147,122,112,109,72,0,
894,2,826,635,620,587,569,482,319,0,
894,3,19127,5197,2809,2020,1385,1215,876,0,
895,0,15,8,8,5,6,5,5,0,
895,1,149,157,154,112,108,96,70,0,
895,2,876,702,627,471,384,335,262,0,
895,3,18891,5414,2959,1875,1341,1166,876,0,
896,0,11,10,7,5,5,4,5,0,
896,1,116,163,145,115,106,102,71,0,
896,2,796,685,601,506,442,391,269,0,
896,3,19371,5571,3034,1922,1338,1152,847,0,
897,0,10,10,8,5,5,5,4,0,
897,1,87,141,136,120,110,100,66,0,
897,2,430,453,433,393,321,277,200,0,
897,3,19725,5779,3097,2043,1395,1101,859,0,
898,0,9,8,8,6,5,6,4,0,
898,1,110,93,85,71,68,62,45,0,
898,2,429,486,505,462,418,357,241,0,
898,3,20616,6234,3644,2400,1481,1183,898,0,
899,0,8,7,7,5,5,4,5,0,
899,1,76,66,63,48,48,46,36,0,
899,2,600,419,418,317,331,244,172,0,
899,3,21103,5972,3760,2467,1737,1359,997,0,
900,0,27,5,6,5,5,5,5,0,
900,1,94,52,74,57,54,51,42,0,
900,2,527,278,316,291,293,251,181,0,
900,3,21385,5802,3829,2623,1908,1456,1090,0,
901,0,3,7,9,5,6,6,4,0,
901,1,84,36,43,32,32,32,28,0,
901,2,164,113,106,87,86,83,67,0,
901,3,22392,5870,3896,2815,2316,1612,1131,0,
902,0,0,0,0,0,0,0,0,0,
902,1,0,0,0,0,0,0,0,0,
902,2,177,57,50,48,47,51,43,0,
902,3,23647,6300,4254,2929,2380,1776,1154,0,
903,0,0,0,0,0,0,0,0,0,
903,1,0,0,0,0,0,0,0,0,
903,2,305,97,83,80,80,85,77,0,
903,3,23579,6438,4373,3063,2458,1745,1178,0,
904,0,0,0,0,0,0,0,0,0,
904,1,0,0,0,0,0,0,0,0,
904,2,103,47,77,47,16,17,14,0,
904,3,23269,6308,4419,3280,2441,1732,1078,0,
905,0,24,12,9,9,8,10,10,0,
905,1,32,12,9,9,8,10,10,0,
905,2,685,270,254,180,196,263,152,0,
905,3,23453,6397,4491,3492,2525,1793,1070,0,
906,0,23,11,9,9,7,10,9,0,
906,1,23,11,9,9,7,10,9,0,
906,2,670,266,224,214,230,238,224,0,
906,3,23818,6648,5053,3939,2631,1817,1078,0,
907,0,22,10,9,9,7,10,9,0,
907,1,67,30,26,25,22,29,24,0,
907,2,1175,453,562,428,365,406,363,0,
907,3,23560,6681,5174,3560,2821,1659,1140,0,
908,0,0,0,0,0,0,0,0,0,
908,1,0,0,0,0,0,0,0,0,
908,2,676,245,214,257,215,283,260,0,
908,3,22779,6892,5229,4033,2509,1591,1006,0,
909,0,18,11,8,8,7,8,8,0,
